textos,verdadeira,data,links
"Exposição ao sol, ovos e comidas ""alcalinas"" ajudam a prevenir COVID-19",1,23/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/23/verificamos-texto-whatsapp-coronavirus/
PT apresentou projeto de lei tornando vacinação contra COVID-19 obrigatória,1,23/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/23/verificamos-pt-vacina-covid/
"Para cada morte por COVID-19, quatro pessoas morreram de Aids em 2020",1,23/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/23/verificamos-medico-vacina-pandemia/
Vários ensaios clínicos de vacinas contra a COVID-19 foram cancelados porque voluntários morreram,1,24/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/24/verificamos-vacinas-canceladas/
China comprou vacinas da Suécia porque não confia nas vacinas que ela própria produz,1,26/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/26/verificamos-china-vacina-suecia/
Adjuvantes nas vacinas de COVID-19 podem matar,1,26/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/26/verificamos-enfermeiro-adjuvantes/
O estado do Ceará anunciou que vai estabelecer um lockdown após as eleições,1,26/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/26/verificamos-ceara-lockdown-eleicoes/
A Coronavac não foi testada na China porque os chineses não confiam na sua segurança e eficácia,1,27/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/27/verificamos-coronavac-teste-chineses/
"COVID-19 não mata ninguém. A vacina pode alterar seu DNA e causar infertilidade e ""homossexualismo""",1,27/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/27/verificamos-audio-vacina-chinesa/
"A vacina de Oxford foi testada em porcos, e não funcionou",1,27/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/27/verificamos-audio-vacina-oxford-coronavac/
O governo federal vai oferecer uma parcela extra do auxílio emergencial no Natal,1,27/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/27/verificamos-abono-emergencial/
"No final de outubro, 94% dos leitos de UTI em Manaus estavam ocupados",1,27/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/27/verificamos-leitos-dos-hospitais-em-manaus/
"Foto de embalagem da Coronavac mostra que ela foi produzida em abril, antes do início dos testes clínicos",1,28/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/28/verificamos-foto-coronavac-abril/
Um médico morreu na China após tomar vacina experimental contra COVID-19,1,29/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/29/verificamos-medico-chines-morto/
"Dilma Rousseff disse: ""Se o vírus veio da China e funciona, por que a vacina não funcionaria?""",1,29/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/29/verificamos-dilma-china-vacina/
Uma farmacêutica chinesa foi multada por adulterar vacinas,1,29/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/29/verificamos-farmaceutica-chinesa-multada/
Uso de máscara pode causar disbiose intestinal,1,30/10/2020,https://piaui.folha.uol.com.br/lupa/2020/10/30/verificamos-mascara-dioxido-flora/
48 idosos morreram em Singapura após participar de testes de vacina contra COVID-19,1,02/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/02/verificamos-singapura-testes-vacina/
"Se COVID-19 for tratada com hidroxicloroquina, sintomas graves, como pneumonia, não aparecem",1,06/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/06/verificamos-tratamento-precoce-covid-19/
Peru já está vacinando sua população,1,11/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/11/verificamos-governo-peruano-vacina/
"Prefeito de São Bernardo do Campo anunciou novo lockdown, para 16 de novembro de 2020",1,13/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/13/verificamos-sao-bernardo-lockdown/
Menos pessoas morreram entre janeiro e outubro de 2020 do que no mesmo período em 2019,1,15/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/15/verificamos-morreram-registro-civil-covid/
"Foto de João Doria, governador de São Paulo, usando máscara com a bandeira da China",1,15/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/15/verificamos-doria-mascara-china/
Pessoas diagnosticadas com COVID-19 estão proibidas de votar nas eleições,1,15/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/15/verificamos-pessoas-diagnosticadas-covid-19-votar/
Voluntários de exames clínicos com vacinas não são informados de que vacinas estão em fase de testes,1,16/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/16/verificamos-voluntarios-testes-vacina-chinesa/
A Sinovac produz a vacina da gripe H1N1 usada no Brasil,1,17/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/17/verificamos-vacina-h1n1-sinovac/
Adolescentes franceses sendo retirados violentamente de vagões de metrô após cuspirem em passageiros,1,18/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/18/verificamos-policia-jovens-tossindo/
"Camila Pitanga assinou petição pedindo auxílio emergencial de 5 mil reais para todos os ""artistas""",1,23/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/23/verificamos-camila-pitanga-abaixo-assinado-auxilio-5-mil/
"Lista de recomendação de hospitais contra COVID-19, incluindo comidas ""alcalinas"", ovos e vitamina C",1,24/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/24/verificamos-conselhos-hospitais-covid-19/
Argentina comprou crematórios portáteis para cremar corpos de mortos pela Coronavac,1,25/11/2020,https://piaui.folha.uol.com.br/lupa/2020/11/25/verificacao-argentina-fornos-cremar-mortos-vacina-chinesa/
Hidroxicloroquina pode prevenir a COVID-19,1,01/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/01/verificamos-cloroquina-ivermectina-previnem-covid-19/
Uma lista de medidas restritivas contra COVID-19 que seriam aplicadas pelo governo de São Paulo em todos os municípios da Baixada Santista,1,01/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/01/verificamos-decreto-baixada-santista/
"Vera Lúcia Lopes, uma renomada professora de genética da Unicamp, gravou audio explicando que vacinas podem alterar o DNA",1,01/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/01/verificamos-audio-whatsapp/
"Tabela com o horário de funcionamento de diversos segmentos de comércio e serviço no estado de São Paulo, a partir do decreto da bandeira amarela",1,01/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/01/verificamos-horarios-de-funcionamento-fase-amarela-sp/
"Beber água a cada 15 minutos evita que o vírus se aloje na boca, pois ela carrega toda a carga viral para o estômago",1,03/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/03/verificamos-agua-coronavirus/
Vacina contém nanorrobos que coletam dados biométricos das pessoas; estes já estão patenteados por Bill Gates,1,03/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/03/verificamos-vacina-covid-dna/
Vacinas contra COVID-19 causam infertilidade em mulheres,1,04/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/04/verificamos-vacina-covid-19-infertilidade-mulheres/
Austrália teve um baixo número de casos de COVID-19 porque a maioria da população tomou ivermectina,1,04/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/04/verificamos-australia-ivermectina/
"Guilherme Boulos, candidato à prefeitura de São Paulo, está internado no Albert Einstein com COVID-19",1,04/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/04/verificacao-boulos-internado-hospital-albert-einstein/
A vacina da Pfizer causou feridas na pele de uma voluntária,1,04/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/04/verificamos-voluntaria-feridas-vacina/
Miguel Falabella morreu de COVID-19,1,04/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/02/verificamos-miguel-falabella-morreu-covid-19/
Israel erradicou mortes por COVID-19 receitando limão e bicarbonato de sódio,1,09/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/09/verificamos-limao-bicarbonato-israel/
"Instituto de Virologia de Wuhan é de propriedade da GlaxoSmithKline (GSK), que também é dona da Pfizer",1,09/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/09/verificamos-wuhan-glaxosmithkline-pfizer/
Seis pessoas morreram durante os testes da vacina da Pfizer,1,09/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/09/verificamos-morte-testes-vacina-pfizer/
"Margaret Keenan, primeira britânica vacinada contra COVID-19, aparecia sendo vacinada em vídeo de outubro de 2020; vacinação, portanto, é uma farsa",1,11/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/11/verificamos-idosa-vacinada-covid-19-dezembro-outubro/
O jornal The Washington Post publicou reportagem dizendo que João Doria recebeu propina da Sinovac,1,11/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/11/verificamos-doria-propina-sinovac-washington-post/
Vacinas contra COVID-19 são feitas de fetos humanos. O DNA dos fetos pode se misturar com o DNA dos pacientes,1,14/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/14/verificamos-vacinas-celulas-fetais-modificacao-genetica/
"Funcionários brasileiros do Instituto Butantan não podem entrar na área de produção da Coronavac; essas áreas são restritas a ""chineses""",1,14/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/14/verificamos-funcionarios-brasileiros-butantan-coronavac/
Testes com a vacina Coronavac foram suspensos no Peru,1,14/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/14/verificamos-vacina-suspensa-peru-coronavac-brasil/
A vacina CoronaVac causa 10 tipos de câncer e pensamentos suicidas,1,15/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/15/verificamos-coronavac-cancer-pensamentos-suicidas/
"Na China, pessoas voltaram a vender sapos para refeições após ""volta à normalidade""",1,16/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/16/verificamos-video-pessoas-comprando-sapos-caminhonete-china/
"Dimas Covas foi nomeado presidente do Instituto Butantan por ser irmão de Bruno Covas, prefeito de São Paulo",1,16/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/16/verificamos-bruno-covas-dimas-covas-irmaos-butantan/
"O estado de São Paulo determinou que quem fizer festas de família no Natal, com um grande número de pessoas, poderá ser preso",1,17/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/17/verificamos-natal-familia-sao-paulo-preso/
Um homem inglês recebeu a vacina através da manga de sua camisa,1,17/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/17/verificamos-vacina-camisa/
"Em 2018, o Supremo Tribunal Federal determinou que a vacinação de imigrantes venezuelanos contra sarampo não poderia ser obrigatória; agora, votou a favor da obrigatoriedade da vacina",1,18/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/18/verificamos-vacinacao-venezuelanos/
Vídeo viral no qual um médico explica como funcionam diferentes vacinas contra COVID-19,1,18/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/18/verificamos-video-medico-vacinas/
"O prefeito de Londres, Sadiq Khan, fingiu tomar injeção contra COVID-19",1,18/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/18/verificamos-prefeito-londres-vacinacao-contra-covid-19/
A Associação Médica Americana aprovou uma resolução recomendando uso de hidroxicloroquina no tratamento precoce,1,21/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/21/verificamos-associacao-medica-americana-ama-hidroxicloroquina-covid-19/
"Tiffany Dover, uma enfermeira que desmaiou após tomar vacina contra COVID-19, morreu",1,21/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/21/verificamos-enfermeira-morreu-dose-vacina-pfizer/
"Governador de São Paulo, João Doria, convidou todos os ex-presidentes do Brasil a tomar vacina contra COVID-19. Todos recusaram",1,22/12/2020,https://piaui.folha.uol.com.br/lupa/2020/12/22/verificamos-presidentes-recusaram-vacina/
Foto de Cristina Kirchner sendo vacinada sem máscara contra COVID-19,1,04/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/04/verificamos-cristina-kirchner-vacina/
"Um homem argentino foi vacinado contra COVID-19 duas vezes, em locais diferentes",1,04/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/04/verificamos-argentina-vacina-covid/
"Vídeo mostra Caetano Veloso, Maria Bethânia e Mart'nália em festa, sem máscaras",1,05/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-caetano-coronavirus/
Um estudo mostra que vacinas contra COVID-19 causam infertilidade masculina,1,05/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-estudo-vacina-fertilidade/
"Kamala Harris fingiu ser vacinada. No vídeo, agulha dobra ao tocar a pele",1,05/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-vice-eua-vacina/
Foto de Renata Vasconcelos e outras celebridades sem usar máscara em aglomeração,1,05/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/05/verificamos-renata-vasconcellos-mascara/
Mais pessoas morreram em 2019 do que em 2020 no Brasil,1,06/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/06/verificamos-mortes-2020-2019/
Um vídeo de uma suposta vacinação encenada em Israel,1,07/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/07/verificamos-video-vacinacao-israel/
O instituto Vital Brasil produziu um remédio 100% eficaz contra COVID-19 a partir de plasma equino,1,07/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/07/verificamos-soro-vital-brazil/
O Washington Post publicou reportagem dizendo que a Coronavac foi rejeitada pelo governo chinês,1,08/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/08/verificamos-washington-post-vacina/
"Uma tabela comparando o número de mortes por Aids, acidentes de trânsito, câncer, além de abortos, com o número de mortes por COVID-19 em 2020",1,11/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/11/verificamos-mortes-aids-covid-19-2020/
"Foto de uma suposta dose da vacina da Pfizer, com os dizeres ""feita na China""",1,13/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/13/verificamos-pfizer-vacina-china/
"O departamento de trânsito de Manaus vai apreender carros que circulam na cidade entre às 19h e as 5h, para diminuir circulação do vírus na cidade",1,15/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/15/verificamos-detran-recolher-veiculos-manaus/
White Martins recusou-se a fornecer oxigênio para hospitais de Manaus por causa de dívida do governo do estado de R$ 52 milhões; governador proibiu compra de oxigênio de outras empresas por razões políticas,1,15/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/15/verificamos-white-martins-oxigenio-amazonas/
"Mônica Calazans, primeira pessoa vacinada no Brasil, participou dos ensaios clínicos e, portanto, estava vacinada",1,18/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/18/verificamos-monica-calazans-placebo/
A apresentadora Angélica disse que não tomará vacina contra COVID-19 porque tem imunidade alta,1,19/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-angelica-vacina-covid/
"João Doria, governador de São Paulo, publicou tweet dizendo que crianças serão vacinadas na escola",1,19/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-doria-criancas-vacinadas/
Vacina contra COVID-19 desenvolvida na Austrália causou HIV em pacientes,1,19/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-audio-whatsapp-vacina-hiv-cachorros-pcr/
"O governo venezuelano mentiu quando disse que doou oxigênio para Manaus. O oxigênio foi, na verdade, importado pela White Martins de suas unidades na Venezuela",1,19/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-venezuela-oxigenio-manaus/
"Um jovem se disfarçou de velho para tomar vacina contra COVID-19, usando uma fantasia de látex",1,20/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/20/verificamos-jovem-vacinado-disfarce/
Os Estados Unidos estão recomendando oficialmente a hidroxicloroquina contra a COVID-19,1,22/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-estados-unidos-recomendar-hidroxicloroquina/
Fotos de duas enfermeiras que tiveram reações adversas após tomarem Coronavac,1,22/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-enfermeiras-paraty-coronavac/
Carlos Bolsonaro foi flagrado tomando vacina em hospital militar no Rio de Janeiro,1,22/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-carlos-bolsonaro-vacina/
Cientistas da Universidade de Liverpool publicaram pesquisa que prova que ivermectina reduz mortes por COVID-19 em 75%,1,22/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-ivermectina-liverpool/
Amapá adotou tratamento precoce e tem a menor taxa de letalidade por COVID-19 do mundo,1,25/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-amapa-taxa-letalidade-covid-19/
"A revista The Lancet removeu artigo que dizia que hidroxicloroquina era ineficaz contra COVID-19, e pediu desculpas. Portanto, medicamento é eficaz contra COVID-19",1,25/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-hidroxicloroquina-lancet/
"Joe Biden disse que a hidroxicloroquina funciona contra COVID-19, e a imprensa se calou",1,25/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/25/verificamos-biden-cloroquina-eficaz/
"O filho de Lula, Fábio Lula da Silva, e João Doria conspiraram para trazer a Coronavac para o Brasil. O filho de Lula é dono de 20% das ações da Sinovac",1,26/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/26/verificamos-filho-lula-sinovac/
Atriz Fernanda Torres escreveu texto defendendo a morte de militantes bolsonaristas por COVID-19,1,26/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/26/verificamos-fernanda-torres-abreviar-governo/
A OMS admitiu que testes de PCR são imprecisos e que pandemia é uma farsa,1,27/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-oms-testes-pcr/
Vídeo prova que primeira pessoa vacinada em Presidente Figueiredo (AM) não recebeu injeção,1,27/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-vacina-presidente-figueiredo/
O governo irlandês colocou placas dizendo que máscaras e distanciamento social não funcionam,1,28/01/2021,https://piaui.folha.uol.com.br/lupa/2021/01/28/verificamos-irlanda-vacina-covid/
Instituições científicas americanas passaram a defender o uso de hidroxicloroquina após a posse de Joe Biden,1,01/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/01/verificamos-hidroxicloroquina-estados-unidos-trump/
A Coronavac custa 17 vezes mais do que a vacina de Oxford,1,01/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/01/verificamos-coronavac-vacina-oxford/
"César Tralli, jornalista, foi flagrado andando de roller no Leblon, Rio de Janeiro, sem máscara",1,02/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-tralli-sem-mascara/
"Cacique Fernando Katukina, primeiro indigena vacinado no Acre, morreu após tomar a vacina",1,02/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-morte-cacique-vacina/
"Pesquisadores do Ministério da Saúde entram em contato por telefone perguntando sobre COVID-19 e, no final, pedem um código para confirmar pesquisa",1,03/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/03/pesquisa-ministerio-saude-whatsapp/
"Portugal está com lockdown severo deste março de 2020 e, mesmo assim, o número de casos disparou em janeiro de 2021",1,03/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/03/verificamos-populacao-portugal-confinada/
"Um pastor da Assembleia de Deus chamado Venceslau morreu após tomar vacina contra COVID-19, em Araguaína",1,04/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-pastor-vacinado-coronavac-tocantins/
"João Doria barrou o envio de vacinas para Bauru, por causa de briga política com a prefeita. Ela visitou Bolsonaro, que decidiu mandar vacinas diretamente para o município",1,04/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-vacina-bauru-doria/
"Albert Bourla, CEO da Pfizer, disse que não tomará a vacina da empresa",1,04/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-ceo-pfizer-vacina/
181 pessoas foram mortas pelas vacinas nos Estados Unidos,1,05/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-vacinas-morte-estados-unidos/
A nova variante do SARS-CoV-2 é 70% mais letal e não é afetada por vacinas,1,05/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-variante-coronavirus-manaus/
O governo do Rio Grande do Norte deixou 4 mil doses de vacina contra COVID-19 apodrecer,1,05/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-rn-estragar-vacina/
Estudo da USP comprovou que hidroxicloroquina e azitromicina são eficazes contra COVID-19,1,08/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-usp-estudo-coronavirus/
O número de mortes por COVID-19 caiu repentinamente no Amazonas assim que o ministro Eduardo Pazuello visitou Manaus,1,08/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-amazonas-covid-pazuello/
Reportagem de TV mostra que idosa morreu minutos após ser vacinada,1,09/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/09/verificamos-idosa-morreu-vacinada/
Governo do Maranhão está construindo motéis para presos durante a pandemia,1,10/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/10/verificamos-mara-moteis-presos/
Jornalista Mariana Gross foi pega em uma aglomeração comemorando vitória do Flamengo durante a pandemia,1,10/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/10/verificamos-mariana-gross-flamengo/
"Governo de São Paulo gastou R$ 400 milhões para colocar outdoors em outros estados celebrando ""a vacina do Doria""",1,10/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/10/verificamos-outdoors-elogio-doria/
"Estudo comprova que máscaras causam câncer de pulmão, pois permitem acumulação de micróbios",1,11/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/11/verificamos-estudo-mascaras-microbios-cancer/
"Natália Pasternak é contra qualquer tratamento contra COVID-19, qualquer teste e não tem formação em biologia",1,11/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/11/verificamos-natalia-pasternak/
Vacinas de mRNA precisam ser guardadas a -80ºC porque são agentes biológicos que alteram o DNA,1,17/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/17/verificamos-vacinas-rna-eficacia/
Estudo provou que CDC aumentou o número de mortes por COVID-19 em 1.600%,1,19/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/19/cdc-mortes-covid-19-eua/
"Calendário de vacinação contra COVID-19, dizendo que pessoas com entre 55 e 74 anos serão todas vacinadas em março, em datas específicas",1,19/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/19/verificamos-e-falso-calendario-de-vacinacao-contra-covid-19-de-pessoas-entre-55-74-anos-em-marco/
"Presidente da Anvisa diz que vacinas atualmente usadas no Brasil são ""risco sanitário""",1,19/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/19/verificamos-anvisa-vacinas-covid/
Estudo prova que testes de PCR dão falso positivo em 97% dos casos,1,19/02/2021,https://piaui.folha.uol.com.br/lupa/2021/02/19/verificamos-testes-pcr-covid/
"Nós vamos precisar apenas de um nebulizador caseiro, 100g de bicarbonato de sódio, 100 ml de água oxigenada volume 10 e 900 ml de água mineral. (…) Nós vamos pegar o peróxido de hidrogênio, que é água oxigenada, para facilitar e misturar também na água mineral. Tá pronto. Fica um líquido translúcido. Enche o bujão do seu nebulizador e… Olha que facilidade. Cinco minutos é o suficiente, uma vez por dia, para prevenção. Para tratamento, nós podemos fazer com cinco minutos de três a cinco vezes ao dia.",1,01/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/01/verificamos-inalacao-agua-oxigenada-bicarbonato-sodio/
"Camilo Santana rebate Bolsonaro e afirma: ‘Se precisar eu pago auxílio de 1000, mas quem manda no Ceará sou eu, seu égua!",1,01/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/01/verificamos-camilo-santana-bolsonaro/
"Isso aqui é em Campo Grande, todo equipamento de camas, para leitos hospitalares, está parado. Pela poeira que está aqui, deve ser do começo da Covid, do ano passado, material de proteção hospitalar, tudo parado (…)",1,02/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/02/verificamos-equipamento-hospitalar-ms/
"E AGORA? OMS afirma que Suécia, que não fez lockdown, é ‘modelo a ser seguido.",1,02/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/02/verificamos-oms-lockdown-suecia/
No mínimo estranho o Hospital Moinhos [de Vento] vazio! COMPARTILHE!! 03/03/21 10.15h Porto alegre,1,03/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/03/verificamos-hospital-moinhos-superlotacao/
501 PESSOAS MORRERAM APÓS TOMAR A VACINA CONTRA COVID,1,03/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/03/verificamos-vacinas-covid-19-501-mortes/
Pesquisadores: Taxas De Mortalidade Disparam Em Israel Após Vacinação Contra COVID Da Pfizer,1,05/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/05/verificamos-mortalidade-aumentou-israel-vacina/
Na hipotese do Brasil comprar alguma vacina de eficácia comprovada terá que entrar na fila de espera.,1,05/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/05/verificamos-brasil-fila-espera-vacinas/
"A Rússia se tornou o primeiro país do mundo a realizar uma autópsia (post mortem) em um cadáver de Covid-19 e, após uma investigação abrangente, descobriu que o Covid-19 não existe como um vírus. É um golpe mundial. Pessoas estão morrendo devido à “radiação eletromagnética mundial 5G amplificada (veneno)”. (…) Compartilhe esta informação com toda a sua família, vizinhos, conhecidos, amigos, colegas para que eles possam sair do medo da Covid-19 e entender que este não é um vírus, mas apenas uma bactéria exposta à radiação 5G. (…) Fonte: Ministério da Saúde Russa",1,08/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/08/verificamos-russia-bacteria-5g/
GOVERNO BOLSONARO COMPRA TODO ESTOQUE DAS VACINAS PFIZER E JOHNSON E JOHNSON DISPONÍVEIS NO MERCADO,1,09/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/09/verificamos-estoque-vacinas-pfizer-janssen/
Foto de Doria sem máscara em mesa com autoridades,1,11/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/11/verificamos-2019-doria-mascara/
"CDC: máscaras faciais não previnem Covid-19, estudo descobre que as máscaras têm impacto insignificante nos números do coronavírus",1,11/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/11/verificamos-cdc-mascaras-contagio/
Anvisa registra 26 novos óbitos por vacinas nas últimas 24 horas,1,11/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/11/verificamos-anvisa-26-mortes-vacinas-covid-19-ultimas-24-horas/
"Saiu o Randomizado da Ivermectina
 Pronto esta ai a eficácia e a comprovação cientifica
 https://ivmmeta.com/
 PRA QUEM QUERIA ‘CIÊNCIA’ ESTÁ AÍ
 90% de eficácia na profilaxia
 80% no tratamento precoce
 50% no tratamento tardio",1,11/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/12/verificamos-pesquisas-eficacia-ivermectina/
Governadores ‘escondem’ vacinas para desestabilizar o presidente Bolsonaro,1,12/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/12/verificamos-governadores-escondendo-vacinas/
Se isso não te faz repensar sobre as ‘medidas’ que governadores e prefeitos estão tomando não há nada que possa ser feito no Brasil,1,15/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/15/verificamos-ambulante-pm-coronavirus/
CARTA ABERTA DOS EMPRESÁRIOS DO MUNICÍPIO DE SUZANO,1,16/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/16/verificamos-carta-empresarios-lockdown/
Governador de São Paulo João Dória cogita cortar fornecimento de luz entre as 00:00 e 06:00 da manhã.,1,16/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/16/verificamos-joao-doria-fornecimento-luz-sao-paulo/
Governo Paulista é responsável por abandonar respiradore pulmonares,1,17/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/17/verificamos-governo-paulista-respiradores/
Aparelho improvisado com inalor e garrafa pet substitui oxigênio hospitalar,1,18/03/2021,https://piaui.folha.uol.com.br/lupa/2021/03/18/verificamos-aparelho-oxigenio-covid/
