titulo,textos,verdadeira
"“Quando você fala em benefício emergencial, os Estados Unidos perderam 26 milhões de empregos.”","“Quando você fala em benefício emergencial, os Estados Unidos perderam 26 milhões de empregos.”",1
"“Você pega uma cidade que não tem prédio, só tem casa, já há um isolamento social bastante grande.”","“Você pega uma cidade que não tem prédio, só tem casa, já há um isolamento social bastante grande.”",1
"“Não precisa dessa gana toda para você conter essa expansão … e conter por um tempo, porque o vírus vai atingir no mínimo 70% da população.”","“Não precisa dessa gana toda para você conter essa expansão … e conter por um tempo, porque o vírus vai atingir no mínimo 70% da população.”",1
"“É só você fazer a conta por milhão de habitantes [resposta a questionamento de por que o Brasil teria 15 mil mortos e a Argentina, 320].”","“É só você fazer a conta por milhão de habitantes [resposta a questionamento de por que o Brasil teria 15 mil mortos e a Argentina, 320].”",1
"“Se o Supremo decidiu que o Presidente não decide sobre [medidas de isolamento adotadas no combate à pandemia de Covid-19] o Brasil e quem decide são governadores e prefeitos, então quem deveria decidir é uma pessoa só, o prefeito.”","“Se o Supremo decidiu que o Presidente não decide sobre [medidas de isolamento adotadas no combate à pandemia de Covid-19] o Brasil e quem decide são governadores e prefeitos, então quem deveria decidir é uma pessoa só, o prefeito.”",1
"“Conter [a expansão do novo coronavírus] por um tempo, porque o vírus vai atingir 70% da população, isso ninguém discute.”","“Conter [a expansão do novo coronavírus] por um tempo, porque o vírus vai atingir 70% da população, isso ninguém discute.”",1
"“Agora essa maneira radical de proporcionar lockdown, fecha tudo, não dá certo.”","“Agora essa maneira radical de proporcionar lockdown, fecha tudo, não dá certo.”",1
“Não deu certo em lugar nenhum do mundo [o lockdown].”,“Não deu certo em lugar nenhum do mundo [o lockdown].”,1
"“A Suécia, um país que não fez lockdown, é um país que está bem com a sua economia.”","“A Suécia, um país que não fez lockdown, é um país que está bem com a sua economia.”",1
"“A quantidade de número de mortos por milhão de habitantes. Esse é o número, não como a imprensa faz: o Brasil é o terceiro, o segundo, o primeiro país com mais mortes.”","“A quantidade de número de mortos por milhão de habitantes. Esse é o número, não como a imprensa faz: o Brasil é o terceiro, o segundo, o primeiro país com mais mortes.”",1
"“Quando é na fase inicial ainda, em especial os mais idosos (...) Os mais idosos com a cloroquina, não é nada confirmado ainda, mas parece que tá dando certo.”","“Quando é na fase inicial ainda, em especial os mais idosos (...) Os mais idosos com a cloroquina, não é nada confirmado ainda, mas parece que tá dando certo.”",1
“A gente tá preocupado com o elevado número de mortes (...)”,“A gente tá preocupado com o elevado número de mortes (...)”,1
“O entendimento de muitos médicos no Brasil e outras entidades de outros países é que a cloroquina pode e deve ser usada desde o início.”,“O entendimento de muitos médicos no Brasil e outras entidades de outros países é que a cloroquina pode e deve ser usada desde o início.”,1
"“Mas, como estamos em uma emergência, a cloroquina sempre foi usada desde 1955.”","“Mas, como estamos em uma emergência, a cloroquina sempre foi usada desde 1955.”",1
"“Se você procurar um médico qualquer, está sendo usada largamente no Brasil [a hidroxicloroquina], mas não na rede SUS.”","“Se você procurar um médico qualquer, está sendo usada largamente no Brasil [a hidroxicloroquina], mas não na rede SUS.”",1
"“E agora, com a azitromicina, pode ser um alento para essa quantidade enorme de óbitos que estamos tendo no Brasil.”","“E agora, com a azitromicina, pode ser um alento para essa quantidade enorme de óbitos que estamos tendo no Brasil.”",1
"“Que pode dar certo, pode não dar certo [a cloroquina].”","“Que pode dar certo, pode não dar certo [a cloroquina].”",1
"“Geralmente quem está em estado grave e vai ser intubado, fica muito menos eficaz o tratamento [com a hidroxicloroquina].”","“Geralmente quem está em estado grave e vai ser intubado, fica muito menos eficaz o tratamento [com a hidroxicloroquina].”",1
"“(...) o vírus, que é uma coisa séria, que mata gente.”","“(...) o vírus, que é uma coisa séria, que mata gente.”",1
"“Há quase um consenso na classe médica sobre esse assunto, a cloroquina.”","“Há quase um consenso na classe médica sobre esse assunto, a cloroquina.”",1
"“Aproveitar o momento, eu estou apurando … Globo, Folha, Estadão e Jornal do Comércio, salário reduzido em 25%, é isso mesmo ?”","“Aproveitar o momento, eu estou apurando … Globo, Folha, Estadão e Jornal do Comércio, salário reduzido em 25%, é isso mesmo ?”",1
"“Repetindo, Globo, Estadão, Folha e Jornal do Comércio, redução de 25% do salário.”","“Repetindo, Globo, Estadão, Folha e Jornal do Comércio, redução de 25% do salário.”",1
"“(...) o Conselho Federal de Medicina autorizou, falei com o ministro da Saúde, está autorizado o uso da hidroxicloroquina com azitromicina.”","“(...) o Conselho Federal de Medicina autorizou, falei com o ministro da Saúde, está autorizado o uso da hidroxicloroquina com azitromicina.”",1
"“Tem muita gente que já contraiu o vírus, nem sabe, e pode voltar ao mercado de trabalho.”","“Tem muita gente que já contraiu o vírus, nem sabe, e pode voltar ao mercado de trabalho.”",1
"“A decisão de fechar o comércio pertence ao respectivo governador e prefeito, segundo decisão do STF.”","“A decisão de fechar o comércio pertence ao respectivo governador e prefeito, segundo decisão do STF.”",1
"“Deixo claro que a decisão de fechar comércio, etc, pertence ao respectivo governador ou prefeito, segundo decisão do Supremo Tribunal Federal.”","“Deixo claro que a decisão de fechar comércio, etc, pertence ao respectivo governador ou prefeito, segundo decisão do Supremo Tribunal Federal.”",1
“Repito: o vírus vai atingir pelo menos 70% da população.”,“Repito: o vírus vai atingir pelo menos 70% da população.”,1
“Você sabe que a decisão de fechar o comércio é dos governadores e prefeitos? Não é minha.”,“Você sabe que a decisão de fechar o comércio é dos governadores e prefeitos? Não é minha.”,1
“Já tá na casa dos 10 milhões de desempregados no Brasil formais.”,“Já tá na casa dos 10 milhões de desempregados no Brasil formais.”,1
“Tem um decreto presidencial que define o que são atividades essenciais. O que não está aí ficou a cargo dos governadores e prefeitos decidir como foi definido pelo próprio Supremo.”,“Tem um decreto presidencial que define o que são atividades essenciais. O que não está aí ficou a cargo dos governadores e prefeitos decidir como foi definido pelo próprio Supremo.”,1
“38 milhões de informais e autônomos ou perderam a renda ou tiveram a renda substancialmente reduzida.”,“38 milhões de informais e autônomos ou perderam a renda ou tiveram a renda substancialmente reduzida.”,1
“Há pouco uma proposta do presidente da Câmara [para o funcionalismo público] era de cortar 25% pra todo mundo.”,“Há pouco uma proposta do presidente da Câmara [para o funcionalismo público] era de cortar 25% pra todo mundo.”,1
"“Preocupados com a vida sim, porque nunca deixamos de nos preocupar com isso.”","“Preocupados com a vida sim, porque nunca deixamos de nos preocupar com isso.”",1
"“Entre os 38 milhões de [trabalhadores] informais e autonômos, segundo a OIT, esse pessoal perdeu 70% do seu poder aquisitivo.”","“Entre os 38 milhões de [trabalhadores] informais e autonômos, segundo a OIT, esse pessoal perdeu 70% do seu poder aquisitivo.”",1
“Aproximadamente 10 milhões de empregos formais deixaram de existir.”,“Aproximadamente 10 milhões de empregos formais deixaram de existir.”,1
“Se aproxima de 10 milhões o número de pessoas que perderam o emprego com carteira assinada.”,“Se aproxima de 10 milhões o número de pessoas que perderam o emprego com carteira assinada.”,1
"“Os informais, os autônomos, esses já perderam 80% do poder aquisitivo. Alguns foram para zero.”","“Os informais, os autônomos, esses já perderam 80% do poder aquisitivo. Alguns foram para zero.”",1
"“Ele [Paulo Guedes] falou que tá na casa de 8,5 milhões, 9 milhões [o número de desempregados com carteira assinada].”","“Ele [Paulo Guedes] falou que tá na casa de 8,5 milhões, 9 milhões [o número de desempregados com carteira assinada].”",1
“Vamos arredondar: 10 milhões com carteira assinada perderam [emprego].”,“Vamos arredondar: 10 milhões com carteira assinada perderam [emprego].”,1
“Tinha uma proposta do presidente da Câmara de cortar 25% para todo mundo — linear.”,“Tinha uma proposta do presidente da Câmara de cortar 25% para todo mundo — linear.”,1
"“A gente vê há pouco tempo que o Supremo há pouco tempo decidiu o que? Que as políticas restritivas, as medidas restritivas cabiam exclusivamente a governadores e prefeitos, eu não podia apitar nada.”","“A gente vê há pouco tempo que o Supremo há pouco tempo decidiu o que? Que as políticas restritivas, as medidas restritivas cabiam exclusivamente a governadores e prefeitos, eu não podia apitar nada.”",1
"“Essa questão de fique em casa, não saia, não tá funcionando. Tá servindo apenas para matar o comércio.”","“Essa questão de fique em casa, não saia, não tá funcionando. Tá servindo apenas para matar o comércio.”",1
“70% será infectado. Não tem como fugir. É como uma chuva.”,“70% será infectado. Não tem como fugir. É como uma chuva.”,1
“A questão da curva não tá sendo achatada.”,“A questão da curva não tá sendo achatada.”,1
"“Você pega qualquer uma das curvas [de infecção pelo novo coronavírus], (...) a área [que mostra o total de infectados] é a mesma. Equivale a um percentual próximo, ou mais ou menos de 70% que será contaminado.”","“Você pega qualquer uma das curvas [de infecção pelo novo coronavírus], (...) a área [que mostra o total de infectados] é a mesma. Equivale a um percentual próximo, ou mais ou menos de 70% que será contaminado.”",1
"“Quem decreta isso não sou eu, são os governadores [lockdown].”","“Quem decreta isso não sou eu, são os governadores [lockdown].”",1
"“O que eu tenho visto, ouvido, lido sobre as curvas, não deram certo as medidas tomadas.”","“O que eu tenho visto, ouvido, lido sobre as curvas, não deram certo as medidas tomadas.”",1
"“Você chega a um ponto de contaminação, o lockdown, né? O cara vai para dentro de casa, porque tem mais gente com o vírus. O cara tá lá dentro de casa, tem oito em uma família, tem oito, vai passar para os sete.”","“Você chega a um ponto de contaminação, o lockdown, né? O cara vai para dentro de casa, porque tem mais gente com o vírus. O cara tá lá dentro de casa, tem oito em uma família, tem oito, vai passar para os sete.”",1
"“Isso é teoria [isolamento social]. Não funciona a teoria, é prática.”","“Isso é teoria [isolamento social]. Não funciona a teoria, é prática.”",1
“Nós não sabemos hoje em dia se vai dar certo [a cloroquina].”,“Nós não sabemos hoje em dia se vai dar certo [a cloroquina].”,1
“Não tem efeito colateral [a cloroquina].”,“Não tem efeito colateral [a cloroquina].”,1
"“De repente, descobriu-se efeito colateral.”","“De repente, descobriu-se efeito colateral.”",1
"“Ele falou no protocolo que foi usado em Manaus, usando três a quatro vezes uma dose maior que 200 mg, que é um protocolo chinês. Todos, 100% morreram,”","“Ele falou no protocolo que foi usado em Manaus, usando três a quatro vezes uma dose maior que 200 mg, que é um protocolo chinês. Todos, 100% morreram,”",1
"“Isso que foi usado por um chefe da equipe médica, inclusive por coincidência, nada contra, filiado ao PT.”","“Isso que foi usado por um chefe da equipe médica, inclusive por coincidência, nada contra, filiado ao PT.”",1
“O Supremo decidiu um tempo atrás que as medidas restritivas cabem aos estados e municípios.”,“O Supremo decidiu um tempo atrás que as medidas restritivas cabem aos estados e municípios.”,1
"“O que nós botamos nos decreto nosso lá atrás as atividades essenciais, que não pode fechar. E o restante ficou a cargo de governadores e prefeitos.”","“O que nós botamos nos decreto nosso lá atrás as atividades essenciais, que não pode fechar. E o restante ficou a cargo de governadores e prefeitos.”",1
“Brasil já repatriou 24 mil pessoas.”,“Brasil já repatriou 24 mil pessoas.”,1
"“Vocês sabem que tudo que tá acontecendo aqui, todas essas medidas [de isolamento] são de competência exclusiva de governadores e prefeitos.”","“Vocês sabem que tudo que tá acontecendo aqui, todas essas medidas [de isolamento] são de competência exclusiva de governadores e prefeitos.”",1
“O STF decidiu que quem decide sobre isso [medidas de isolamento] são governadores e prefeitos.”,“O STF decidiu que quem decide sobre isso [medidas de isolamento] são governadores e prefeitos.”,1
“Até porque a curva não tem achatado.”,“Até porque a curva não tem achatado.”,1
“Ninguém nunca falou que ninguém morreria.”,“Ninguém nunca falou que ninguém morreria.”,1
“Agora todo mundo é unânime em dizer que 70% ia se contaminar.”,“Agora todo mundo é unânime em dizer que 70% ia se contaminar.”,1
“Porque cada vez mais chegam informações que o próprio Diário Oficial lá do estado de São Paulo tá escrito lá que na dúvida bota coronavírus.”,“Porque cada vez mais chegam informações que o próprio Diário Oficial lá do estado de São Paulo tá escrito lá que na dúvida bota coronavírus.”,1
"“Não foi achatada a curva e as consequências estão aí, estão tendo mortes sim, estão tendo mortes, e também, como você disse aqui, a onda do desemprego.”","“Não foi achatada a curva e as consequências estão aí, estão tendo mortes sim, estão tendo mortes, e também, como você disse aqui, a onda do desemprego.”",1
"“O STF decidiu que as medidas para evitar, ou melhor, para fazer com que a curva seja achatada, caberia a governadores e prefeitos.”","“O STF decidiu que as medidas para evitar, ou melhor, para fazer com que a curva seja achatada, caberia a governadores e prefeitos.”",1
"“Já falei aqui, são estados e municípios que decidem a questão do isolamento.”","“Já falei aqui, são estados e municípios que decidem a questão do isolamento.”",1
“A segunda parcela [do auxílio emergencial] já começou a ser paga.”,“A segunda parcela [do auxílio emergencial] já começou a ser paga.”,1
"“A preocupação [com o desemprego] era minha lá de trás, mas só tinha oposição e crítica por parte dela [a jornalista Miriam Leitão].”","“A preocupação [com o desemprego] era minha lá de trás, mas só tinha oposição e crítica por parte dela [a jornalista Miriam Leitão].”",1
“Você passou a poder gastar não se preocupando com o teto [com a decretação do estado de calamidade].”,“Você passou a poder gastar não se preocupando com o teto [com a decretação do estado de calamidade].”,1
“E todo mundo é unânime em dizer que 70% ia se contaminar.”,“E todo mundo é unânime em dizer que 70% ia se contaminar.”,1
“Não tem embate [entre o governo federal e os governadores]. Esse problema é para todo mundo resolver. Não é para ser politizado.”,“Não tem embate [entre o governo federal e os governadores]. Esse problema é para todo mundo resolver. Não é para ser politizado.”,1
"“Governadores e prefeitos que tomaram medidas bastante rígidas, não achataram a curva.”","“Governadores e prefeitos que tomaram medidas bastante rígidas, não achataram a curva.”",1
“O próprio Diário Oficial do estado de São Paulo tá dizendo que na dúvida bota coronavírus.”,“O próprio Diário Oficial do estado de São Paulo tá dizendo que na dúvida bota coronavírus.”,1
“A curva não abaixou. Não achatou a curva.”,“A curva não abaixou. Não achatou a curva.”,1
“O governo brasileiro desde antes do Carnaval já alertava sobre a questão do coronavírus no Brasil e já vinha tomando providências nesse sentido.”,“O governo brasileiro desde antes do Carnaval já alertava sobre a questão do coronavírus no Brasil e já vinha tomando providências nesse sentido.”,1
"“Na ponta da linha, cabe a governadores e prefeitos tomarem as medidas [de isolamento] que estão tomando. (...) Ao governo federal não cabe praticamente nada nesta área.”","“Na ponta da linha, cabe a governadores e prefeitos tomarem as medidas [de isolamento] que estão tomando. (...) Ao governo federal não cabe praticamente nada nesta área.”",1
"“Mas como a vida está em primeiro lugar, o governo federal, por intermédio da sua equipe econômica, vem liberando esse recurso.”","“Mas como a vida está em primeiro lugar, o governo federal, por intermédio da sua equipe econômica, vem liberando esse recurso.”",1
“70% da população vai ser infectada.”,“70% da população vai ser infectada.”,1
"“E pelo que parece, pelo que estamos vendo até agora, todo o empenho para achatar a curva foi praticamente inútil.”","“E pelo que parece, pelo que estamos vendo até agora, todo o empenho para achatar a curva foi praticamente inútil.”",1
"“[diretrizes educacionais da OMS] Para crianças de 0 a 4 anos de idade: satisfação e prazer ao tocar o próprio corpo, masturbação; expressar suas necessidades e desejos, por exemplo, no contexto de ""brincar de médico""; as crianças têm sentimentos sexuais mesmo na primeira infância. Para crianças de 4 a 6 anos de idade: uma identidade de gênero positiva; gozo e prazer ao tocar o próprio corpo; masturbação na primeira infância; relação entre pessoas do mesmo sexo. Para crianças de 9 a 12 anos: primeira experiência sexual.”","“[diretrizes educacionais da OMS] Para crianças de 0 a 4 anos de idade: satisfação e prazer ao tocar o próprio corpo, masturbação; expressar suas necessidades e desejos, por exemplo, no contexto de ""brincar de médico""; as crianças têm sentimentos sexuais mesmo na primeira infância. Para crianças de 4 a 6 anos de idade: uma identidade de gênero positiva; gozo e prazer ao tocar o próprio corpo; masturbação na primeira infância; relação entre pessoas do mesmo sexo. Para crianças de 9 a 12 anos: primeira experiência sexual.”",1
“O Supremo decidiu que quem decide essas questões [referentes à restrição de circulação e ao isolamento social] são governadores e prefeitos.”,“O Supremo decidiu que quem decide essas questões [referentes à restrição de circulação e ao isolamento social] são governadores e prefeitos.”,1
“O Supremo Tribunal Federal decidiu que essas medidas estão a cargo dos governadores e prefeitos.”,“O Supremo Tribunal Federal decidiu que essas medidas estão a cargo dos governadores e prefeitos.”,1
"“Como diz outro parlamentar aqui, os países que adotaram isolamento horizontal foram os que mais faleceram gente.”","“Como diz outro parlamentar aqui, os países que adotaram isolamento horizontal foram os que mais faleceram gente.”",1
“Quem definiu toda a política restritiva foram os governadores e prefeitos. O Supremo que decidiu.”,“Quem definiu toda a política restritiva foram os governadores e prefeitos. O Supremo que decidiu.”,1
“Eu desde o começo me preocupei com vida e emprego.”,“Eu desde o começo me preocupei com vida e emprego.”,1
"“Pergunte ao João Doria, ao senhor Covas, de o porquê de ele ter tomado medidas tão restritivas que eliminou mais de um milhão de empregos em são paulo, continua morrendo gente.”","“Pergunte ao João Doria, ao senhor Covas, de o porquê de ele ter tomado medidas tão restritivas que eliminou mais de um milhão de empregos em são paulo, continua morrendo gente.”",1
"“(...) como vimos em Araraquara, uma senhora do nada sendo jogada no chão e algemada.”","“(...) como vimos em Araraquara, uma senhora do nada sendo jogada no chão e algemada.”",1
“As medidas restritivas estão a cargo dos governadores e prefeitos.”,“As medidas restritivas estão a cargo dos governadores e prefeitos.”,1
“É o que eu digo para vocês: o vírus vai atingir 70% da população.”,“É o que eu digo para vocês: o vírus vai atingir 70% da população.”,1
“O Conselho Federal de Medicina autorizou a utilização de cloroquina e hidroxicloroquina em pacientes com sintomas leves a partir da confirmação do diagnóstico de Covid-19.”,“O Conselho Federal de Medicina autorizou a utilização de cloroquina e hidroxicloroquina em pacientes com sintomas leves a partir da confirmação do diagnóstico de Covid-19.”,1
"“Eu tive com o governador Ibaneis, ele baixou um novo decreto agora, onde tá tendo a exigência da máscara em via pública. E ele praticamente abriu todo o comércio.”","“Eu tive com o governador Ibaneis, ele baixou um novo decreto agora, onde tá tendo a exigência da máscara em via pública. E ele praticamente abriu todo o comércio.”",1
“Mas uma verdade que ninguém contesta: de 60% a 70% da população será infectada.”,“Mas uma verdade que ninguém contesta: de 60% a 70% da população será infectada.”,1
"“Eu tô respondendo processo dentro e fora do Brasil sendo acusado de genocídio, por ter defendido uma tese diferente da OMS.”","“Eu tô respondendo processo dentro e fora do Brasil sendo acusado de genocídio, por ter defendido uma tese diferente da OMS.”",1
"“A partir daí [quando 70% das pessoas forem infectadas pelo novo coronavírus], diz gente do mundo todo, que o país volta a entrar na normalidade e pode dizer que está ficando livre do vírus.”","“A partir daí [quando 70% das pessoas forem infectadas pelo novo coronavírus], diz gente do mundo todo, que o país volta a entrar na normalidade e pode dizer que está ficando livre do vírus.”",1
“O diretor-presidente da OMS é médico? Não é médico.”,“O diretor-presidente da OMS é médico? Não é médico.”,1
"“Eu acho que já bateu a dez milhões de carteira assinada, foi pro saco.”","“Eu acho que já bateu a dez milhões de carteira assinada, foi pro saco.”",1
“Não pode botar algema! Decisão do próprio Supremo.”,“Não pode botar algema! Decisão do próprio Supremo.”,1
"“Por causa de vírus, botou os estuprador (sic) pra fora.”","“Por causa de vírus, botou os estuprador (sic) pra fora.”",1
"“Aproximadamente 70% das pessoas vão contrair o vírus, querem correr da verdade ?”","“Aproximadamente 70% das pessoas vão contrair o vírus, querem correr da verdade ?”",1
“Aproximadamente 70% da população vai ser infectada. Não tem como fugir disso.”,“Aproximadamente 70% da população vai ser infectada. Não tem como fugir disso.”,1
“70% vai ser contaminado.”,“70% vai ser contaminado.”,1
"“Em média, 70% vai pegar o vírus. É a realidade.”","“Em média, 70% vai pegar o vírus. É a realidade.”",1
"“A molecada pode se contagiar, não tem risco, zero (...)”","“A molecada pode se contagiar, não tem risco, zero (...)”",1
“É uma realidade: 70% vai se contaminar.”,“É uma realidade: 70% vai se contaminar.”,1
"“De um grupo de 636 pacientes acompanhados pelos médicos, 224 NÃO fizeram uso da hidroxicloroquina. Destes, 12 foram hospitalizados e 5 faleceram.”","“De um grupo de 636 pacientes acompanhados pelos médicos, 224 NÃO fizeram uso da hidroxicloroquina. Destes, 12 foram hospitalizados e 5 faleceram.”",1
“O Supremo falou que eu não tenho autoridade para isso [decidir medidas de isolamento]. O Supremo disse isso.”,“O Supremo falou que eu não tenho autoridade para isso [decidir medidas de isolamento]. O Supremo disse isso.”,1
“Sou preocupado com vida? Tô preocupado com vida.”,“Sou preocupado com vida? Tô preocupado com vida.”,1
“50% dos prefeitos já querem a abertura [do comércio].”,“50% dos prefeitos já querem a abertura [do comércio].”,1
“Estamos distribuindo 22 milhões de testes em todo o país. ”,“Estamos distribuindo 22 milhões de testes em todo o país. ”,1
“Destinamos R$ 50 milhões para pesquisas.”,“Destinamos R$ 50 milhões para pesquisas.”,1
“A prioridade é proteger a vida dos brasileiros.”,“A prioridade é proteger a vida dos brasileiros.”,1
“Aprovamos auxílio emergencial de R$ 600 para os mais vulneráveis.”,“Aprovamos auxílio emergencial de R$ 600 para os mais vulneráveis.”,1
“(...) porque a vida dos brasileiros vem em primeiro lugar.”,“(...) porque a vida dos brasileiros vem em primeiro lugar.”,1
"“O isolamento, segundo o STF, está a cargo de governadores e prefeitos. Eu não tenho influência sobre isso daí.”","“O isolamento, segundo o STF, está a cargo de governadores e prefeitos. Eu não tenho influência sobre isso daí.”",1
"“Agora a decisão vai partir muito mais de governadores e prefeitos, porque essa foi a decisão do STF, se eu não me engano por unanimidade, no dia de ontem.”","“Agora a decisão vai partir muito mais de governadores e prefeitos, porque essa foi a decisão do STF, se eu não me engano por unanimidade, no dia de ontem.”",1
“Estávamos voando no final do último trimestre. Tudo estava indo muito bem.”,“Estávamos voando no final do último trimestre. Tudo estava indo muito bem.”,1
"“O presidente da Câmara, Rodrigo Maia, ele queria propor uma contribuição de todos os servidores do Brasil na casa dos 25%.”","“O presidente da Câmara, Rodrigo Maia, ele queria propor uma contribuição de todos os servidores do Brasil na casa dos 25%.”",1
"“(...) A proposta do Rodrigo Maia, que queria sequestrar 25% dos salários dos servidores federais, estaduais, municipais.”","“(...) A proposta do Rodrigo Maia, que queria sequestrar 25% dos salários dos servidores federais, estaduais, municipais.”",1
"“A vida, para todos nós, está em primeiro lugar.”","“A vida, para todos nós, está em primeiro lugar.”",1
"“Desde o começo da pandemia, eu me dirigi a todos os ministros e eu falei da vida e do emprego.”","“Desde o começo da pandemia, eu me dirigi a todos os ministros e eu falei da vida e do emprego.”",1
“Entendemos perfeitamente a gravidade desta situação.”,“Entendemos perfeitamente a gravidade desta situação.”,1
"“Não condeno, não recrimino e não critico o ministro Mandetta.”","“Não condeno, não recrimino e não critico o ministro Mandetta.”",1
“Já se gastou aproximadamente R$ 600 bilhões.”,“Já se gastou aproximadamente R$ 600 bilhões.”,1
“Em nenhum momento eu fui consultado sobre medidas adotadas por grande parte dos governadores e prefeitos.”,“Em nenhum momento eu fui consultado sobre medidas adotadas por grande parte dos governadores e prefeitos.”,1
"“Essa é uma questão que há consenso, de que 60%, 70% da população será contagiada e somente depois disso a gente poderá dizer que o Brasil está imune ao vírus.”","“Essa é uma questão que há consenso, de que 60%, 70% da população será contagiada e somente depois disso a gente poderá dizer que o Brasil está imune ao vírus.”",1
"“A saúde, a vida, em primeiro lugar, mas não podemos esquecer a questão dos empregos no Brasil.”","“A saúde, a vida, em primeiro lugar, mas não podemos esquecer a questão dos empregos no Brasil.”",1
"“Existe a preocupação com o vírus, nunca negamos isso daí.”","“Existe a preocupação com o vírus, nunca negamos isso daí.”",1
"“É uma coisa que todo mundo diz, é quase unanimidade, que 60% dos brasileiros já foram ou serão infectados. ”","“É uma coisa que todo mundo diz, é quase unanimidade, que 60% dos brasileiros já foram ou serão infectados. ”",1
“É a partir desse momento [quando 60% a 70% da população estiver infectada] é que nós poderemos praticamente dizer que ficamos livres do vírus tendo em vista esse percentual grande de pessoas ter adquirido anticorpos.”,“É a partir desse momento [quando 60% a 70% da população estiver infectada] é que nós poderemos praticamente dizer que ficamos livres do vírus tendo em vista esse percentual grande de pessoas ter adquirido anticorpos.”,1
"“Quanto à cloroquina, ele tem falado alguma coisa, é o que nos temos no momento, que pode dar certo, nós não temos a confirmação, não tá cientificamente comprovado.”","“Quanto à cloroquina, ele tem falado alguma coisa, é o que nos temos no momento, que pode dar certo, nós não temos a confirmação, não tá cientificamente comprovado.”",1
"“(...) em especial os mais pobres, não pode ser tolhido o direito de ir e vir, porque eles vão buscar o pão para sua família.”","“(...) em especial os mais pobres, não pode ser tolhido o direito de ir e vir, porque eles vão buscar o pão para sua família.”",1
“[Dados de Covid-19 (14/04/2020): Óbitos/milhão de habitantes] Brasil: 7”,“[Dados de Covid-19 (14/04/2020): Óbitos/milhão de habitantes] Brasil: 7”,1
"“[- Ações do Presidente Bolsonaro no combate ao covid-19] Na área da saúde, mais de 5 mil médicos foram contratados para trabalhar na área de combate ao Covid-19.”","“[- Ações do Presidente Bolsonaro no combate ao covid-19] Na área da saúde, mais de 5 mil médicos foram contratados para trabalhar na área de combate ao Covid-19.”",1
“[- Ações do Presidente Bolsonaro no combate ao covid-19] Mais de 500 mil testes rápidos do coronavírus já chegaram ao país para serem distribuídos aos estados.”,“[- Ações do Presidente Bolsonaro no combate ao covid-19] Mais de 500 mil testes rápidos do coronavírus já chegaram ao país para serem distribuídos aos estados.”,1
“O Supremo decidiu que quem fecha ou abre [o comércio] são os governadores e prefeitos.”,“O Supremo decidiu que quem fecha ou abre [o comércio] são os governadores e prefeitos.”,1
“Parece que está começando a ir embora a questão do vírus.”,“Parece que está começando a ir embora a questão do vírus.”,1
“[- Mais pontos importantes de ações do Governo Federal divulgados nesta semana:] Ministro do STF determina que ações de restrições são de competência de governadores e prefeitos.”,“[- Mais pontos importantes de ações do Governo Federal divulgados nesta semana:] Ministro do STF determina que ações de restrições são de competência de governadores e prefeitos.”,1
"“[- Mais pontos importantes de ações do Governo Federal divulgados nesta semana:] Com muito sacrifício, o governo federal já utilizou mais de R$ 600 bilhões na luta contra a Covid-19 e manutenção de empregos.”","“[- Mais pontos importantes de ações do Governo Federal divulgados nesta semana:] Com muito sacrifício, o governo federal já utilizou mais de R$ 600 bilhões na luta contra a Covid-19 e manutenção de empregos.”",1
“[- Mais ações do Governo Federal nesta semana] Distribuição de cerca de 500 mil testes rápidos.”,“[- Mais ações do Governo Federal nesta semana] Distribuição de cerca de 500 mil testes rápidos.”,1
“[- Mais pontos importantes de ações do Governo Federal divulgados nesta semana:] Hidroxicloroquina sendo usada no mundo todo e avanços acontecem.”,“[- Mais pontos importantes de ações do Governo Federal divulgados nesta semana:] Hidroxicloroquina sendo usada no mundo todo e avanços acontecem.”,1
"“Tá na tela aqui na frente uma decisão de um ministro do STF (...) dizendo claramente que o responsável por ações como imposição de distanciamento e isolamento social, quarentena, suspensão de atividades, bem como aulas, restrições de comércio, atividades culturais e circulação de pessoas, quem decide isso é o respectivo governador ou prefeito.”","“Tá na tela aqui na frente uma decisão de um ministro do STF (...) dizendo claramente que o responsável por ações como imposição de distanciamento e isolamento social, quarentena, suspensão de atividades, bem como aulas, restrições de comércio, atividades culturais e circulação de pessoas, quem decide isso é o respectivo governador ou prefeito.”",1
"“A decisão do Supremo então que quem decide são os governadores, são os prefeitos, e o presidente da República, chefe do Executivo Federal, não posso entrar nessa área aí.”","“A decisão do Supremo então que quem decide são os governadores, são os prefeitos, e o presidente da República, chefe do Executivo Federal, não posso entrar nessa área aí.”",1
"“O STF decidiu ontem que quem decide fechar ou abrir comércio é o governador e o prefeito, eu não tenho nada a ver com isso.”","“O STF decidiu ontem que quem decide fechar ou abrir comércio é o governador e o prefeito, eu não tenho nada a ver com isso.”",1
“- Retornando do Hospital das Forças Armadas parei para comprar medicamento na Drogaria Rosário. - Contrariando normas da Saúde os repórteres se aglomerararam.”,“- Retornando do Hospital das Forças Armadas parei para comprar medicamento na Drogaria Rosário. - Contrariando normas da Saúde os repórteres se aglomerararam.”,1
“Já ultrapassou os R$ 600 bilhões o gasto do governo federal não só na prevenção da doença como na luta da prevenção do emprego.”,“Já ultrapassou os R$ 600 bilhões o gasto do governo federal não só na prevenção da doença como na luta da prevenção do emprego.”,1
